=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.09.24 20:55:52 =~=~=~=~=~=~=~=~=~=~=~=
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.58 C

Starting inference iteration 64
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 64 / 200 ---
DS2 Dataset Index: 50140
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.22 C

Starting inference iteration 65
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 65 / 200 ---
DS2 Dataset Index: 14612
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.38 C

Starting inference iteration 66
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 66 / 200 ---
DS2 Dataset Index: 4679
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.61 C

Starting inference iteration 67
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 67 / 200 ---
DS2 Dataset Index: 19691
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.59 C

Starting inference iteration 68
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 68 / 200 ---
DS2 Dataset Index: 45635
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.43 us
Die Temp (C): 43.76 C

Starting inference iteration 69
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 69 / 200 ---
DS2 Dataset Index: 15415
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.61 C

Starting inference iteration 70
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 70 / 200 ---
DS2 Dataset Index: 38621
Ground Truth: ANOMALY
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.60 C

Starting inference iteration 71
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 71 / 200 ---
DS2 Dataset Index: 32233
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.44 us
Die Temp (C): 43.66 C

Starting inference iteration 72
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 72 / 200 ---
DS2 Dataset Index: 27361
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.56 us
Die Temp (C): 43.57 C

Starting inference iteration 73
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 73 / 200 ---
DS2 Dataset Index: 45555
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.31 C

Starting inference iteration 74
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 74 / 200 ---
DS2 Dataset Index: 39908
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.44 us
Die Temp (C): 43.61 C

Starting inference iteration 75
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 75 / 200 ---
DS2 Dataset Index: 43654
Ground Truth: ANOMALY
Hardware Pred: NORMAL
H/W Latency : 4511.44 us
Die Temp (C): 43.44 C

Starting inference iteration 76
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 76 / 200 ---
DS2 Dataset Index: 47444
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.51 C

Starting inference iteration 77
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 77 / 200 ---
DS2 Dataset Index: 13839
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.63 C

Starting inference iteration 78
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 78 / 200 ---
DS2 Dataset Index: 30049
Ground Truth: ANOMALY
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.88 C

Starting inference iteration 79
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 79 / 200 ---
DS2 Dataset Index: 41244
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.45 us
Die Temp (C): 43.81 C

Starting inference iteration 80
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 80 / 200 ---
DS2 Dataset Index: 24944
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.34 us
Die Temp (C): 43.61 C

Starting inference iteration 81
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 81 / 200 ---
DS2 Dataset Index: 13361
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.58 C

Starting inference iteration 82
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 82 / 200 ---
DS2 Dataset Index: 12258
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.44 us
Die Temp (C): 43.81 C

Starting inference iteration 83
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 83 / 200 ---
DS2 Dataset Index: 21927
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.59 C

Starting inference iteration 84
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 84 / 200 ---
DS2 Dataset Index: 44383
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.71 C

Starting inference iteration 85
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 85 / 200 ---
DS2 Dataset Index: 11753
Ground Truth: NORMAL
Hardware Pred: ANOMALY
H/W Latency : 4511.46 us
Die Temp (C): 43.87 C

Starting inference iteration 86
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 86 / 200 ---
DS2 Dataset Index: 26220
Ground Truth: NORMAL
Hardware Pred: ANOMALY
H/W Latency : 4511.46 us
Die Temp (C): 43.50 C

Starting inference iteration 87
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 87 / 200 ---
DS2 Dataset Index: 36186
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.57 us
Die Temp (C): 43.58 C

Starting inference iteration 88
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 88 / 200 ---
DS2 Dataset Index: 32938
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.05 C

Starting inference iteration 89
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 89 / 200 ---
DS2 Dataset Index: 16953
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.78 C

Starting inference iteration 90
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 90 / 200 ---
DS2 Dataset Index: 8563
Ground Truth: NORMAL
Hardware Pred: ANOMALY
H/W Latency : 4511.48 us
Die Temp (C): 44.05 C

Starting inference iteration 91
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 91 / 200 ---
DS2 Dataset Index: 38408
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.07 C

Starting inference iteration 92
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 92 / 200 ---
DS2 Dataset Index: 48992
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.44 us
Die Temp (C): 43.60 C

Starting inference iteration 93
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 93 / 200 ---
DS2 Dataset Index: 8859
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.34 us
Die Temp (C): 44.02 C

Starting inference iteration 94
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 94 / 200 ---
DS2 Dataset Index: 11701
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.66 C

Starting inference iteration 95
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 95 / 200 ---
DS2 Dataset Index: 22075
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.09 C

Starting inference iteration 96
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 96 / 200 ---
DS2 Dataset Index: 40785
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.07 C

Starting inference iteration 97
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 97 / 200 ---
DS2 Dataset Index: 17812
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.69 C

Starting inference iteration 98
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 98 / 200 ---
DS2 Dataset Index: 34684
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.88 C

Starting inference iteration 99
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 99 / 200 ---
DS2 Dataset Index: 21509
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.45 us
Die Temp (C): 43.85 C

Starting inference iteration 100
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 100 / 200 ---
DS2 Dataset Index: 31096
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.24 C

Starting inference iteration 101
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 101 / 200 ---
DS2 Dataset Index: 21462
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.43 us
Die Temp (C): 43.86 C

Starting inference iteration 102
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 102 / 200 ---
DS2 Dataset Index: 17349
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.78 C

Starting inference iteration 103
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 103 / 200 ---
DS2 Dataset Index: 35338
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.46 us
Die Temp (C): 43.78 C

Starting inference iteration 104
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 104 / 200 ---
DS2 Dataset Index: 17550
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.48 us
Die Temp (C): 44.06 C

Starting inference iteration 105
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 105 / 200 ---
DS2 Dataset Index: 8240
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.72 C

Starting inference iteration 106
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 106 / 200 ---
DS2 Dataset Index: 1858
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.81 C

Starting inference iteration 107
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 107 / 200 ---
DS2 Dataset Index: 10011
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.51 C

Starting inference iteration 108
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 108 / 200 ---
DS2 Dataset Index: 12764
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.44 us
Die Temp (C): 44.06 C

Starting inference iteration 109
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 109 / 200 ---
DS2 Dataset Index: 3282
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.81 C

Starting inference iteration 110
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 110 / 200 ---
DS2 Dataset Index: 47805
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.44 us
Die Temp (C): 43.98 C

Starting inference iteration 111
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 111 / 200 ---
DS2 Dataset Index: 4303
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.21 C

Starting inference iteration 112
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 112 / 200 ---
DS2 Dataset Index: 5098
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.07 C

Starting inference iteration 113
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 113 / 200 ---
DS2 Dataset Index: 11110
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.08 C

Starting inference iteration 114
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 114 / 200 ---
DS2 Dataset Index: 25762
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.13 C

Starting inference iteration 115
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 115 / 200 ---
DS2 Dataset Index: 2404
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.56 C

Starting inference iteration 116
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 116 / 200 ---
DS2 Dataset Index: 8336
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.09 C

Starting inference iteration 117
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 117 / 200 ---
DS2 Dataset Index: 29776
Ground Truth: NORMAL
Hardware Pred: ANOMALY
H/W Latency : 4511.44 us
Die Temp (C): 43.88 C

Starting inference iteration 118
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 118 / 200 ---
DS2 Dataset Index: 50578
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.85 C

Starting inference iteration 119
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 119 / 200 ---
DS2 Dataset Index: 28935
Ground Truth: ANOMALY
Hardware Pred: NORMAL
H/W Latency : 4511.47 us
Die Temp (C): 44.08 C

Starting inference iteration 120
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 120 / 200 ---
DS2 Dataset Index: 20703
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.71 C

Starting inference iteration 121
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 121 / 200 ---
DS2 Dataset Index: 39615
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.68 C

Starting inference iteration 122
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 122 / 200 ---
DS2 Dataset Index: 30615
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.75 C

Starting inference iteration 123
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 123 / 200 ---
DS2 Dataset Index: 35497
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.57 us
Die Temp (C): 44.29 C

Starting inference iteration 124
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 124 / 200 ---
DS2 Dataset Index: 46260
Ground Truth: NORMAL
Hardware Pred: ANOMALY
H/W Latency : 4511.48 us
Die Temp (C): 44.11 C

Starting inference iteration 125
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 125 / 200 ---
DS2 Dataset Index: 15694
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.94 C

Starting inference iteration 126
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 126 / 200 ---
DS2 Dataset Index: 34709
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.45 us
Die Temp (C): 44.12 C

Starting inference iteration 127
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 127 / 200 ---
DS2 Dataset Index: 18783
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.66 C

Starting inference iteration 128
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 128 / 200 ---
DS2 Dataset Index: 30420
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.95 C

Starting inference iteration 129
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 129 / 200 ---
DS2 Dataset Index: 33780
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.99 C

Starting inference iteration 130
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 130 / 200 ---
DS2 Dataset Index: 22082
Ground Truth: ANOMALY
Hardware Pred: NORMAL
H/W Latency : 4511.57 us
Die Temp (C): 44.17 C

Starting inference iteration 131
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 131 / 200 ---
DS2 Dataset Index: 36596
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.28 C

Starting inference iteration 132
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 132 / 200 ---
DS2 Dataset Index: 5334
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.11 C

Starting inference iteration 133
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 133 / 200 ---
DS2 Dataset Index: 49163
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.98 C

Starting inference iteration 134
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 134 / 200 ---
DS2 Dataset Index: 38113
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.72 C

Starting inference iteration 135
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 135 / 200 ---
DS2 Dataset Index: 43390
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.46 us
Die Temp (C): 43.81 C

Starting inference iteration 136
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 136 / 200 ---
DS2 Dataset Index: 40143
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.57 us
Die Temp (C): 43.76 C

Starting inference iteration 137
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 137 / 200 ---
DS2 Dataset Index: 10926
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 44.22 C

Starting inference iteration 138
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 138 / 200 ---
DS2 Dataset Index: 15237
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.55 us
Die Temp (C): 44.05 C

Starting inference iteration 139
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 139 / 200 ---
DS2 Dataset Index: 13601
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.85 C

Starting inference iteration 140
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 140 / 200 ---
DS2 Dataset Index: 715
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.45 us
Die Temp (C): 44.22 C

Starting inference iteration 141
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 141 / 200 ---
DS2 Dataset Index: 25939
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.96 C

Starting inference iteration 142
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 142 / 200 ---
DS2 Dataset Index: 44693
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.47 us
Die Temp (C): 44.01 C

Starting inference iteration 143
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 143 / 200 ---
DS2 Dataset Index: 45788
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.66 C

Starting inference iteration 144
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 144 / 200 ---
DS2 Dataset Index: 48706
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 44.39 C

Starting inference iteration 145
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 145 / 200 ---
DS2 Dataset Index: 35721
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 43.64 C

Starting inference iteration 146
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 146 / 200 ---
DS2 Dataset Index: 35129
Ground Truth: ANOMALY
Hardware Pred: ANOMALY
H/W Latency : 4511.46 us
Die Temp (C): 44.19 C

Starting inference iteration 147
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 147 / 200 ---
DS2 Dataset Index: 23905
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.96 C

Starting inference iteration 148
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 148 / 200 ---
DS2 Dataset Index: 15819
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.36 us
Die Temp (C): 43.82 C

Starting inference iteration 149
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 149 / 200 ---
DS2 Dataset Index: 8610
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.46 us
Die Temp (C): 44.10 C

Starting inference iteration 150
Loading DS2 beat...
Input loaded.
Setting accelerator input...
Starting accelerator...
Waiting for accelerator...
Accelerator completed.

--- ITERATION 150 / 200 ---
DS2 Dataset Index: 2975
Ground Truth: NORMAL
Hardware Pred: NORMAL
H/W Latency : 4511.48 us
Die Temp (C): 43.80 C

Starting inference iteration 151
